Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Birth_date,BREED,Bytes,Center Name,collected_by,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,death_date,dev_stage,disease,Ecotype,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,store_cond,Strain,sub_species,Tissue,Treatment
SRR13571686,10.315068493150685,WXS,AAEX03,250,4506902500,Suter_NCState,PRJNA695534,SAMN17615860,Model organism or animal,2001-05-23T00:00:00,Cardigan Welsh Corgi,1849005337,CORNELL UNIVERSITY,Suter_NCState,2011-09-13,public,not applicable,"bam,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2012-08-20T00:00:00,adult,DLBCL,not applicable,SRX9969758,Illumina HiSeq 2500,not applicable,4104.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:11:00Z,1,4104.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Induction only; Chemotherapy after relapse (Y/N): NA
SRR13571687,2.756164383561644,WXS,AAEX03,250,27561534750,Suter_NCState,PRJNA695534,SAMN17615940,Model organism or animal,2011-12-01T00:00:00,Newfoundland,11624890308,CORNELL UNIVERSITY,Suter_NCState,2014-09-02,public,not applicable,"sra,run.zq,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2015-05-31T00:00:00,adult,DLBCL,not applicable,SRX9969757,Illumina HiSeq 2500,not applicable,4160.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T18:16:00Z,1,4160.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571688,2.756164383561644,WXS,AAEX03,250,2449782000,Suter_NCState,PRJNA695534,SAMN17615939,Model organism or animal,2011-12-01T00:00:00,Newfoundland,1073097692,CORNELL UNIVERSITY,Suter_NCState,2014-09-02,public,not applicable,"bam,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2015-05-31T00:00:00,adult,DLBCL,not applicable,SRX9969756,Illumina HiSeq 2500,not applicable,4160.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:05:00Z,1,4160.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571689,6.786301369863014,WXS,AAEX03,250,4186441250,Suter_NCState,PRJNA695534,SAMN17615938,Model organism or animal,2007-08-17T00:00:00,Collie,1812655196,CORNELL UNIVERSITY,Suter_NCState,2014-05-29,public,not applicable,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2015-08-20T00:00:00,adult,DLBCL,not applicable,SRX9969755,Illumina HiSeq 2500,not applicable,4158.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4158.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571690,6.786301369863014,WXS,AAEX03,249,152124875,Suter_NCState,PRJNA695534,SAMN17615937,Model organism or animal,2007-08-17T00:00:00,Collie,71961766,CORNELL UNIVERSITY,Suter_NCState,2014-05-29,public,not applicable,"run.zq,bam,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2015-08-20T00:00:00,adult,DLBCL,not applicable,SRX9969754,Illumina HiSeq 2500,not applicable,4158.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:03:00Z,1,4158.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571691,6.326027397260274,WXS,AAEX03,249,3628048625,Suter_NCState,PRJNA695534,SAMN17615936,Model organism or animal,2008-04-26T00:00:00,Shih Tzu,1585276160,CORNELL UNIVERSITY,Suter_NCState,2014-08-22,public,not applicable,"bam,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2015-01-01T00:00:00,adult,DLBCL,not applicable,SRX9969753,Illumina HiSeq 2500,not applicable,4156.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:09:00Z,1,4156.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Induction only; Chemotherapy after relapse (Y/N): NA
SRR13571692,6.326027397260274,WXS,AAEX03,250,1693551000,Suter_NCState,PRJNA695534,SAMN17615935,Model organism or animal,2008-04-26T00:00:00,Shih Tzu,721967238,CORNELL UNIVERSITY,Suter_NCState,2014-08-22,public,not applicable,"bam,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2015-01-01T00:00:00,adult,DLBCL,not applicable,SRX9969752,Illumina HiSeq 2500,not applicable,4156.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:05:00Z,1,4156.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Induction only; Chemotherapy after relapse (Y/N): NA
SRR13571693,4.876712328767123,WXS,AAEX03,250,6996607000,Suter_NCState,PRJNA695534,SAMN17615934,Model organism or animal,2009-10-07T00:00:00,French Bulldog,3041180001,CORNELL UNIVERSITY,Suter_NCState,2014-08-22,public,not applicable,"run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2014-12-02T00:00:00,adult,DLBCL,not applicable,SRX9969751,Illumina HiSeq 2500,not applicable,4155.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:46:00Z,1,4155.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): NA
SRR13571694,4.876712328767123,WXS,AAEX03,250,2944562500,Suter_NCState,PRJNA695534,SAMN17615933,Model organism or animal,2009-10-07T00:00:00,French Bulldog,1213046692,CORNELL UNIVERSITY,Suter_NCState,2014-08-22,public,not applicable,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2014-12-02T00:00:00,adult,DLBCL,not applicable,SRX9969750,Illumina HiSeq 2500,not applicable,4155.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:05:00Z,1,4155.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): NA
SRR13571695,4.501369863013698,WXS,AAEX03,250,2792206500,Suter_NCState,PRJNA695534,SAMN17615932,Model organism or animal,2010-02-07T00:00:00,Bernese Mountain Dog,1231071018,CORNELL UNIVERSITY,Suter_NCState,2014-08-08,public,not applicable,"bam,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2014-08-10T00:00:00,adult,DLBCL,not applicable,SRX9969749,Illumina HiSeq 2500,not applicable,4154.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4154.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: None; Chemotherapy after relapse (Y/N): NA
SRR13571696,4.501369863013698,WXS,AAEX03,250,2978823500,Suter_NCState,PRJNA695534,SAMN17615931,Model organism or animal,2010-02-07T00:00:00,Bernese Mountain Dog,1273510908,CORNELL UNIVERSITY,Suter_NCState,2014-08-08,public,not applicable,"sra,run.zq,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2014-08-10T00:00:00,adult,DLBCL,not applicable,SRX9969748,Illumina HiSeq 2500,not applicable,4154.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4154.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: None; Chemotherapy after relapse (Y/N): NA
SRR13571697,10.315068493150685,WXS,AAEX03,250,6283356250,Suter_NCState,PRJNA695534,SAMN17615859,Model organism or animal,2001-05-23T00:00:00,Cardigan Welsh Corgi,2944836481,CORNELL UNIVERSITY,Suter_NCState,2011-09-13,public,not applicable,"bam,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2012-08-20T00:00:00,adult,DLBCL,not applicable,SRX9969747,Illumina HiSeq 2500,not applicable,4104.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:47:00Z,1,4104.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Induction only; Chemotherapy after relapse (Y/N): NA
SRR13571698,8.706849315068494,WXS,AAEX03,250,5619207000,Suter_NCState,PRJNA695534,SAMN17615970,Model organism or animal,2006-06-07T00:00:00,Airedale Terrier,2388146916,CORNELL UNIVERSITY,Suter_NCState,2015-02-18,public,not applicable,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2017-06-04T00:00:00,adult,DLBCL,not applicable,SRX9969746,Illumina HiSeq 2500,not applicable,4178.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:09:00Z,1,4178.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571699,8.706849315068494,WXS,AAEX03,250,2230971250,Suter_NCState,PRJNA695534,SAMN17615969,Model organism or animal,2006-06-07T00:00:00,Airedale Terrier,968726170,CORNELL UNIVERSITY,Suter_NCState,2015-02-18,public,not applicable,"bam,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2017-06-04T00:00:00,adult,DLBCL,not applicable,SRX9969745,Illumina HiSeq 2500,not applicable,4178.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:06:00Z,1,4178.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571700,13.753424657534246,WXS,AAEX03,250,5365081500,Suter_NCState,PRJNA695534,SAMN17615968,Model organism or animal,2001-04-26T00:00:00,American Staffordshire Terrier,2269444207,CORNELL UNIVERSITY,Suter_NCState,2015-01-23,public,not applicable,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2015-05-14T00:00:00,adult,DLBCL,not applicable,SRX9969744,Illumina HiSeq 2500,not applicable,4175.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:09:00Z,1,4175.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): Yes
SRR13571701,13.753424657534246,WXS,AAEX03,250,5500538250,Suter_NCState,PRJNA695534,SAMN17615967,Model organism or animal,2001-04-26T00:00:00,American Staffordshire Terrier,2316707163,CORNELL UNIVERSITY,Suter_NCState,2015-01-23,public,not applicable,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2015-05-14T00:00:00,adult,DLBCL,not applicable,SRX9969743,Illumina HiSeq 2500,not applicable,4175.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4175.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Single Agent; Chemotherapy after relapse (Y/N): Yes
SRR13571702,4.572602739726028,WXS,AAEX03,250,8053586000,Suter_NCState,PRJNA695534,SAMN17615966,Model organism or animal,2010-06-14T00:00:00,Beagle,3368768340,CORNELL UNIVERSITY,Suter_NCState,2015-01-08,public,not applicable,"run.zq,sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2015-03-03T00:00:00,adult,DLBCL,not applicable,SRX9969742,Illumina HiSeq 2500,not applicable,4174.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T16:51:00Z,1,4174.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571703,4.572602739726028,WXS,AAEX03,250,6728215000,Suter_NCState,PRJNA695534,SAMN17615965,Model organism or animal,2010-06-14T00:00:00,Beagle,2843408658,CORNELL UNIVERSITY,Suter_NCState,2015-01-08,public,not applicable,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2015-03-03T00:00:00,adult,DLBCL,not applicable,SRX9969741,Illumina HiSeq 2500,not applicable,4174.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:48:00Z,1,4174.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571704,9.490410958904109,WXS,AAEX03,250,2971663000,Suter_NCState,PRJNA695534,SAMN17615964,Model organism or animal,2005-07-03T00:00:00,American Cocker Spaniel,1271382990,CORNELL UNIVERSITY,Suter_NCState,2014-12-27,public,not applicable,"sra,run.zq,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2015-03-31T00:00:00,adult,DLBCL,not applicable,SRX9969740,Illumina HiSeq 2500,not applicable,4173.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:50:00Z,1,4173.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571705,9.490410958904109,WXS,AAEX03,250,6792899000,Suter_NCState,PRJNA695534,SAMN17615963,Model organism or animal,2005-07-03T00:00:00,American Cocker Spaniel,2839169736,CORNELL UNIVERSITY,Suter_NCState,2014-12-27,public,not applicable,"bam,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2015-03-31T00:00:00,adult,DLBCL,not applicable,SRX9969739,Illumina HiSeq 2500,not applicable,4173.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:49:00Z,1,4173.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): NA
SRR13571706,6.2,WXS,AAEX03,250,5583524500,Suter_NCState,PRJNA695534,SAMN17615962,Model organism or animal,2008-10-18T00:00:00,English bulldog,2330428729,CORNELL UNIVERSITY,Suter_NCState,2015-01-07,public,not applicable,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2015-01-07T00:00:00,adult,DLBCL,not applicable,SRX9969738,Illumina HiSeq 2500,not applicable,4172.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:11:00Z,1,4172.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Treatment unknown or excluded
SRR13571707,6.2,WXS,AAEX03,250,2719275750,Suter_NCState,PRJNA695534,SAMN17615961,Model organism or animal,2008-10-18T00:00:00,English bulldog,1156254296,CORNELL UNIVERSITY,Suter_NCState,2015-01-07,public,not applicable,"bam,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2015-01-07T00:00:00,adult,DLBCL,not applicable,SRX9969737,Illumina HiSeq 2500,not applicable,4172.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4172.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Treatment unknown or excluded
SRR13571708,11.610958904109589,WXS,AAEX03,250,5804438000,Suter_NCState,PRJNA695534,SAMN17615862,Model organism or animal,2000-03-20T00:00:00,Pembroke Welsh Corgi,2376088189,CORNELL UNIVERSITY,Suter_NCState,2011-10-27,public,not applicable,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2011-10-31T00:00:00,adult,DLBCL,not applicable,SRX9969736,Illumina HiSeq 2500,not applicable,4105.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:10:00Z,1,4105.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Induction only; Chemotherapy after relapse (Y/N): NA
SRR13571709,6.421917808219178,WXS,AAEX03,250,4254802750,Suter_NCState,PRJNA695534,SAMN17615960,Model organism or animal,2008-08-06T00:00:00,"Hound\, NOS",1793319903,CORNELL UNIVERSITY,Suter_NCState,2015-01-06,public,not applicable,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2015-08-31T00:00:00,adult,DLBCL,not applicable,SRX9969735,Illumina HiSeq 2500,not applicable,4171.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:09:00Z,1,4171.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Treatment unknown or excluded
SRR13571710,6.421917808219178,WXS,AAEX03,250,6388739250,Suter_NCState,PRJNA695534,SAMN17615959,Model organism or animal,2008-08-06T00:00:00,"Hound\, NOS",2652682386,CORNELL UNIVERSITY,Suter_NCState,2015-01-06,public,not applicable,"sra,bam,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2015-08-31T00:00:00,adult,DLBCL,not applicable,SRX9969734,Illumina HiSeq 2500,not applicable,4171.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:49:00Z,1,4171.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Treatment unknown or excluded
SRR13571711,7.898630136986301,WXS,AAEX03,250,4613607000,Suter_NCState,PRJNA695534,SAMN17615958,Model organism or animal,2007-02-14T00:00:00,Saint Bernard,1948982498,CORNELL UNIVERSITY,Suter_NCState,2015-01-06,public,not applicable,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2015-02-02T00:00:00,adult,DLBCL,not applicable,SRX9969733,Illumina HiSeq 2500,not applicable,4170.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4170.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Treatment unknown or excluded
SRR13571712,7.898630136986301,WXS,AAEX03,250,4254130750,Suter_NCState,PRJNA695534,SAMN17615957,Model organism or animal,2007-02-14T00:00:00,Saint Bernard,1781398101,CORNELL UNIVERSITY,Suter_NCState,2015-01-06,public,not applicable,"run.zq,bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2015-02-02T00:00:00,adult,DLBCL,not applicable,SRX9969732,Illumina HiSeq 2500,not applicable,4170.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:16:00Z,1,4170.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Treatment unknown or excluded
SRR13571713,14.01095890410959,WXS,AAEX03,250,3680467500,Suter_NCState,PRJNA695534,SAMN17615956,Model organism or animal,2001-01-05T00:00:00,West Highland White Terrier,1548733019,CORNELL UNIVERSITY,Suter_NCState,2015-01-06,public,not applicable,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2015-03-21T00:00:00,adult,DLBCL,not applicable,SRX9969731,Illumina HiSeq 2500,not applicable,4169.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4169.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Treatment unknown or excluded
SRR13571714,14.01095890410959,WXS,AAEX03,250,3578642250,Suter_NCState,PRJNA695534,SAMN17615955,Model organism or animal,2001-01-05T00:00:00,West Highland White Terrier,1507806835,CORNELL UNIVERSITY,Suter_NCState,2015-01-06,public,not applicable,"run.zq,bam,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2015-03-21T00:00:00,adult,DLBCL,not applicable,SRX9969730,Illumina HiSeq 2500,not applicable,4169.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:11:00Z,1,4169.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Treatment unknown or excluded
SRR13571715,12.591780821917808,WXS,AAEX03,250,3638953500,Suter_NCState,PRJNA695534,SAMN17615954,Model organism or animal,2002-06-01T00:00:00,Pembroke Welsh Corgi,1539256446,CORNELL UNIVERSITY,Suter_NCState,2014-12-31,public,not applicable,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2015-07-13T00:00:00,adult,DLBCL,not applicable,SRX9969729,Illumina HiSeq 2500,not applicable,4168.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4168.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571716,12.591780821917808,WXS,AAEX03,250,3129872000,Suter_NCState,PRJNA695534,SAMN17615953,Model organism or animal,2002-06-01T00:00:00,Pembroke Welsh Corgi,1374584818,CORNELL UNIVERSITY,Suter_NCState,2014-12-31,public,not applicable,"run.zq,bam,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2015-07-13T00:00:00,adult,DLBCL,not applicable,SRX9969728,Illumina HiSeq 2500,not applicable,4168.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4168.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): No
SRR13571717,11.29041095890411,WXS,AAEX03,250,2666779500,Suter_NCState,PRJNA695534,SAMN17615952,Model organism or animal,2003-08-23T00:00:00,German Shepherd,1127674117,CORNELL UNIVERSITY,Suter_NCState,2014-12-04,public,not applicable,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2015-04-26T00:00:00,adult,DLBCL,not applicable,SRX9969727,Illumina HiSeq 2500,not applicable,4167.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:06:00Z,1,4167.b,female,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571718,11.29041095890411,WXS,AAEX03,250,2844090250,Suter_NCState,PRJNA695534,SAMN17615951,Model organism or animal,2003-08-23T00:00:00,German Shepherd,1212402228,CORNELL UNIVERSITY,Suter_NCState,2014-12-04,public,not applicable,"bam,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2015-04-26T00:00:00,adult,DLBCL,not applicable,SRX9969726,Illumina HiSeq 2500,not applicable,4167.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:07:00Z,1,4167.a,female,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571719,11.610958904109589,WXS,AAEX03,250,4892219750,Suter_NCState,PRJNA695534,SAMN17615861,Model organism or animal,2000-03-20T00:00:00,Pembroke Welsh Corgi,2280711020,CORNELL UNIVERSITY,Suter_NCState,2011-10-27,public,not applicable,"bam,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2011-10-31T00:00:00,adult,DLBCL,not applicable,SRX9969725,Illumina HiSeq 2500,not applicable,4105.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:43:00Z,1,4105.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Induction only; Chemotherapy after relapse (Y/N): NA
SRR13571720,9.78904109589041,WXS,AAEX03,250,6739917750,Suter_NCState,PRJNA695534,SAMN17615852,Model organism or animal,2001-10-07T00:00:00,Border Collie,2739231044,CORNELL UNIVERSITY,Suter_NCState,2011-07-20,public,not applicable,"run.zq,sra,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2015-04-04T00:00:00,adult,DLBCL,not applicable,SRX9969724,Illumina HiSeq 2500,not applicable,4100.b,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:47:00Z,1,4100.b,male,SRP303671,refrigerated EDTA blood,not applicable,familiaris,matched normal DNA from EDTA blood,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
SRR13571721,9.78904109589041,WXS,AAEX03,250,5064020500,Suter_NCState,PRJNA695534,SAMN17615851,Model organism or animal,2001-10-07T00:00:00,Border Collie,2065557373,CORNELL UNIVERSITY,Suter_NCState,2011-07-20,public,not applicable,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2015-04-04T00:00:00,adult,DLBCL,not applicable,SRX9969723,Illumina HiSeq 2500,not applicable,4100.a,PAIRED,Hybrid Selection,GENOMIC,Canis lupus familiaris,ILLUMINA,2021-09-01T00:00:00Z,2021-01-28T13:08:00Z,1,4100.a,male,SRP303671,FFPE,not applicable,familiaris,tumor DNA from excisional biopsy of lymph node,Initial chemotherapy: Multi-agent; Chemotherapy after relapse (Y/N): Yes
